movieId,vote_average,vote_count
3992,3.375,4
3993,3.031,16
3994,3.298,62
3996,3.855,114
3997,1.9,10
3998,2.75,14
3999,2.525,20
4000,3.0,1
4001,2.0,1
4002,3.375,36
4003,3.0,2
4005,3.4,5
4006,3.5,9
4007,3.9,20
4008,3.646,24
4009,4.0,4
4010,3.227,11
4011,4.037,95
4012,2.5,4
4014,3.778,45
4015,2.659,22
4016,3.5,32
4017,4.045,11
4018,3.125,44
4019,3.423,26
4020,3.136,11
4021,3.833,9
4022,3.469,96
4023,3.143,21
4024,3.375,4
4025,2.792,53
4026,1.0,1
4027,3.875,96
4029,3.467,15
4030,3.125,4
4031,2.375,4
4033,3.889,18
4034,3.911,73
4035,4.0,1
4036,3.1,10
4037,4.125,8
4039,3.308,13
4040,2.389,9
4041,3.455,11
4042,3.25,4
4043,3.5,2
4045,2.0,1
4046,4.0,2
4047,3.5,5
4048,3.0,1
4051,0.5,1
4052,2.688,8
4053,2.0,1
4054,3.357,21
4055,2.875,4
4056,3.5,11
4060,4.0,1
4061,3.2,5
4062,3.214,7
4063,3.0,3
4066,3.444,9
4067,1.667,3
4068,3.25,2
4069,2.481,26
4073,1.0,1
4076,5.0,1
4077,4.0,1
4079,4.0,1
4080,2.8,5
4081,3.0,4
4082,1.0,1
4084,2.964,14
4085,3.676,51
4086,4.25,4
4088,5.0,1
4089,3.0,1
4090,2.812,8
4091,3.2,5
4092,2.5,1
4095,4.5,2
4098,3.0,2
4101,4.5,1
4102,3.833,9
4103,4.071,14
4104,0.75,2
4105,3.646,24
4106,3.0,1
4108,4.0,1
4109,2.0,2
4111,3.833,3
4114,5.0,1
4115,3.0,1
4116,3.4,5
4117,3.583,6
4121,3.455,11
4122,4.0,1
4123,3.0,1
4124,1.667,6
4126,2.833,3
4128,3.925,20
4130,2.7,5
4131,4.0,1
4132,3.208,12
4133,3.333,3
4135,3.5,3
4136,2.0,1
4139,2.0,1
4140,5.0,1
4141,3.75,2
4142,2.5,1
4143,1.667,3
4144,4.0,8
4146,2.5,2
4148,3.061,33
4149,2.438,8
4151,4.5,1
4153,2.833,3
4155,3.0,6
4156,2.0,1
4158,1.25,2
4159,2.25,4
4161,3.067,30
4162,1.0,1
4166,3.25,4
4167,2.438,8
4168,3.167,3
4169,4.5,1
4171,4.0,1
4173,3.5,1
4174,3.8,5
4175,3.0,1
4177,3.667,3
4178,3.917,6
4179,4.333,3
4180,4.0,1
4181,4.0,1
4183,3.0,1
4184,3.833,3
4185,4.0,1
4186,3.6,5
4187,3.938,8
4188,3.75,4
4189,4.5,2
4190,4.0,9
4191,3.667,6
4194,3.5,2
4195,4.0,2
4197,4.0,1
4198,3.0,1
4200,3.5,1
4201,5.0,1
4203,2.125,4
4205,3.333,6
4207,2.0,1
4208,1.0,1
4210,3.3,10
4211,3.857,7
4212,3.3,5
4213,3.5,3
4214,3.107,14
4215,1.0,1
4216,3.833,3
4217,3.7,5
4218,4.0,4
4219,3.5,4
4220,3.667,6
4221,3.0,3
4222,3.0,1
4223,3.689,37
4224,2.25,2
4225,3.545,11
4226,4.227,132
4228,3.15,10
4229,3.25,2
4231,3.25,4
4232,2.786,14
4233,2.5,1
4234,3.167,6
4235,4.183,30
4236,3.5,2
4237,3.5,3
4238,3.206,17
4239,3.486,37
4241,2.5,1
4246,3.472,71
4247,2.45,10
4248,2.5,2
4251,4.0,3
4252,5.0,1
4254,2.4,5
4255,1.714,7
4262,3.704,49
4263,4.333,6
4265,0.833,3
4266,3.0,1
4267,3.333,3
4268,2.0,1
4270,2.734,32
4271,3.333,3
4273,4.333,3
4274,2.5,2
4275,2.786,7
4276,3.0,3
4277,4.0,3
4278,3.3,5
4279,3.0,2
4280,3.75,10
4281,3.0,1
4282,3.333,3
4284,3.0,1
4290,3.0,3
4291,2.444,9
4292,3.857,7
4293,2.5,2
4294,3.5,3
4296,2.75,4
4297,4.0,3
4298,3.75,2
4299,3.339,28
4300,2.5,2
4302,5.0,1
4304,4.3,5
4305,2.333,3
4306,3.848,174
4308,3.636,55
4310,2.869,42
4312,3.875,4
4316,2.0,2
4317,2.8,5
4318,2.875,4
4319,3.0,1
4321,3.464,28
4322,3.654,13
4324,3.0,1
4326,4.091,11
4327,3.821,14
4329,3.5,4
4332,2.0,1
4333,3.0,12
4334,3.5,4
4337,3.0,1
4338,4.75,2
4339,3.625,4
4340,2.5,8
4342,5.0,1
4343,2.725,20
4344,2.924,33
4345,3.25,6
4347,3.5,1
4349,4.5,4
4350,1.0,1
4351,3.382,17
4352,3.667,3
4353,4.0,1
4354,4.0,1
4355,2.5,2
4356,3.917,6
4357,3.857,7
4359,3.25,6
4360,3.0,2
4361,3.81,29
4366,3.333,6
4367,2.843,35
4368,2.0,4
4369,3.288,40
4370,2.927,55
4371,2.0,2
4372,3.056,9
4375,4.0,1
4378,3.577,13
4380,3.833,3
4381,3.0,2
4383,2.833,3
4384,4.167,3
4386,1.333,6
4387,2.667,6
4388,2.289,19
4389,3.5,2
4390,3.0,1
4391,4.0,1
4392,2.0,1
4394,2.333,3
4396,3.5,4
4397,3.0,1
4399,1.0,1
4401,4.0,1
4402,2.0,1
4403,3.0,2
4404,3.0,2
4405,4.5,1
4406,3.864,11
4407,4.5,2
4409,2.4,5
4410,4.0,3
4411,3.0,1
4414,3.5,1
4415,3.5,1
4417,2.5,1
4420,3.125,4
4422,4.5,5
4424,3.429,7
4426,4.0,1
4427,4.278,9
4428,5.0,1
4432,3.786,7
4433,2.25,2
4437,4.125,4
4438,4.0,3
4440,3.667,3
4441,2.333,3
4442,5.0,1
4443,4.125,4
4444,4.0,3
4445,1.75,2
4446,3.026,19
4447,2.989,47
4448,3.25,18
4450,4.0,7
4451,2.5,1
4452,2.6,5
4453,2.0,2
4454,4.0,2
4458,3.75,2
4459,5.0,1
4462,3.0,1
4464,3.6,5
4465,3.786,7
4466,5.0,1
4467,3.615,13
4469,4.0,1
4470,4.5,1
4471,0.5,1
4473,4.0,1
4474,2.667,6
4475,4.0,1
4477,1.0,1
4478,3.583,6
4479,4.0,1
4480,3.0,4
4482,2.5,4
4483,2.5,4
4486,2.5,3
4487,2.0,6
4488,2.875,4
4489,3.625,24
4490,3.0,2
4491,2.0,1
4492,2.625,4
4493,4.0,1
4495,2.875,4
4496,3.0,3
4498,4.0,1
4499,3.476,21
4500,4.5,1
4501,3.0,3
4502,1.167,3
4503,3.0,4
4506,3.375,4
4508,3.3,5
4509,3.25,2
4511,2.5,1
4515,3.25,2
4516,3.5,2
4518,4.75,2
4519,3.4,5
4520,2.667,3
4521,4.0,1
4522,5.0,1
4523,3.5,2
4524,4.0,1
4526,2.5,5
4527,3.0,1
4528,2.0,1
4529,2.5,2
4531,1.25,2
4532,1.5,2
4533,3.8,5
4534,3.75,2
4535,3.8,5
4537,4.25,4
4538,1.0,1
4539,3.0,1
4541,3.0,1
4543,3.0,1
4544,2.0,3
4545,3.071,14
4546,3.8,5
4550,2.0,1
4552,4.125,4
4553,4.167,3
4555,2.0,1
4557,3.333,9
4558,2.909,11
4559,1.0,1
4560,3.0,1
4561,4.0,1
4562,3.0,2
4563,2.8,5
4564,2.688,8
4565,5.0,1
4566,3.5,2
4567,5.0,1
4568,4.0,1
4569,1.0,1
4570,4.167,3
4571,3.462,40
4572,3.0,3
4573,4.0,1
4577,4.0,2
4578,2.0,1
4584,5.0,1
4585,3.75,4
4587,2.643,7
4589,4.0,2
4590,3.5,1
4591,5.0,1
4592,1.0,1
4593,2.0,1
4600,4.0,1
4602,3.0,1
4603,2.167,3
4605,1.0,1
4606,2.0,1
4608,4.0,1
4610,3.0,1
4612,4.75,2
4614,2.833,3
4615,1.0,1
4616,3.875,8
4617,5.0,1
4618,2.9,5
4619,3.25,2
4621,2.643,14
4622,3.0,1
4623,3.522,23
4624,2.0,4
4625,2.25,2
4626,5.0,1
4627,2.667,3
4628,3.625,4
4629,2.0,2
4630,3.0,2
4632,5.0,1
4634,3.0,1
4636,2.0,1
4638,2.484,31
4639,2.607,14
4640,2.5,1
4641,3.667,36
4642,4.0,7
4643,2.875,44
4644,3.5,1
4645,4.5,1
4649,2.75,6
4652,2.5,2
4654,1.75,6
4655,3.0,1
4658,3.8,5
4659,4.0,1
4660,4.0,3
4661,3.9,5
4662,3.5,4
4663,4.0,1
4664,3.625,4
4666,1.25,2
4667,2.0,1
4670,3.25,2
4673,2.75,10
4674,1.0,1
4675,2.0,2
4676,2.833,3
4677,2.75,4
4678,3.562,8
4679,3.3,10
4680,2.0,1
4681,3.611,9
4682,3.667,3
4684,0.5,1
4686,1.75,4
4687,1.0,1
4688,4.0,3
4690,2.25,2
4691,2.5,1
4692,3.0,1
4696,4.75,2
4697,3.375,4
4698,4.0,1
4699,3.5,6
4700,3.139,18
4701,3.154,26
4703,3.5,3
4704,3.5,3
4705,3.75,4
4706,4.0,1
4709,3.5,5
4710,3.5,2
4711,5.0,1
4713,3.2,5
4714,2.0,3
4716,1.0,1
4717,5.0,1
4718,2.872,39
4719,2.75,2
4720,3.49,49
4721,2.5,2
4722,4.333,3
4723,3.9,5
4724,5.0,1
4725,4.5,1
4727,2.333,6
4728,2.938,8
4731,5.0,1
4732,2.667,3
4733,4.0,2
4734,3.242,31
4735,2.0,6
4736,1.0,1
4737,2.75,2
4738,4.0,3
4740,2.0,1
4741,4.5,1
4743,3.75,2
4744,2.1,5
4745,1.5,3
4748,1.5,1
4749,1.75,2
4750,1.5,2
4751,4.0,1
4752,3.75,2
4753,0.5,1
4754,4.0,2
4755,5.0,1
4756,1.833,3
4757,2.357,7
4761,3.5,1
4765,3.5,4
4766,4.0,1
4767,3.0,3
4768,2.75,2
4769,3.0,3
4770,3.0,1
4771,4.0,1
4772,3.875,4
4774,3.25,2
4775,1.0,3
4776,3.311,37
4782,2.5,2
4783,4.667,3
4784,2.375,4
4787,3.786,7
4789,5.0,1
4792,2.75,4
4795,3.5,4
4796,5.0,1
4798,3.5,2
4799,3.786,7
4800,3.75,2
4801,4.5,2
4802,4.083,6
4803,3.083,6
4804,3.0,1
4806,3.75,2
4809,3.8,5
4810,4.0,2
4811,4.0,2
4812,3.0,1
4814,3.273,11
4815,3.5,2
4816,3.228,46
4818,2.0,1
4821,4.333,3
4822,5.0,1
4823,3.211,19
4826,3.5,2
4830,3.5,2
4831,3.0,1
4832,3.0,2
4833,4.0,3
4834,2.5,2
4835,3.188,8
4836,3.0,2
4837,2.25,2
4840,2.0,1
4842,4.0,1
4844,3.036,14
4846,3.75,10
4848,3.705,39
4849,3.0,1
4851,4.0,1
4854,2.0,1
4855,3.478,23
4857,3.5,13
4859,1.0,1
4861,4.5,1
4862,3.0,3
4863,4.0,1
4865,3.425,20
4866,2.8,5
4867,3.7,5
4873,4.091,11
4874,3.208,24
4875,1.0,1
4876,1.125,4
4878,4.027,93
4880,3.812,8
4881,3.65,20
4885,2.25,2
4886,3.885,130
4887,3.0,10
4888,3.625,4
4889,3.643,7
4890,2.761,23
4893,3.0,1
4895,2.5,1
4896,3.657,105
4897,3.0,1
4898,3.125,4
4899,3.25,2
4901,3.519,26
4902,3.0,4
4903,4.1,10
4911,3.0,3
4912,3.5,5
4914,4.15,10
4915,3.0,4
4920,4.25,2
4921,3.167,3
4923,4.0,1
4925,2.0,2
4927,4.5,1
4928,4.0,3
4929,2.7,5
4930,5.0,1
4932,3.125,4
4933,3.0,1
4936,3.5,8
4941,3.071,7
4945,5.0,1
4947,3.25,2
4948,1.5,1
4949,2.0,2
4951,2.643,7
4952,2.5,2
4954,2.8,5
4956,3.0,2
4957,4.0,1
4958,2.958,12
4960,4.0,1
4961,3.0,1
4963,3.881,130
4964,4.5,1
4965,3.9,5
4967,3.944,9
4968,2.75,2
4969,3.6,5
4970,3.722,9
4971,3.5,3
4972,3.25,2
4973,4.096,125
4974,2.923,13
4975,3.014,37
4976,3.0,2
4977,3.333,3
4978,3.6,5
4979,3.754,69
4980,3.1,15
4981,4.25,2
4984,1.0,1
4987,3.0,1
4988,3.0,1
4989,2.5,2
4990,3.333,3
4992,2.8,10
4993,4.182,200
4994,3.55,10
4995,3.952,114
4996,2.5,1
4998,3.0,1
4999,4.0,2
5000,3.5,1
5001,3.5,1
5002,2.75,2
5003,3.0,1
5004,3.0,1
5008,3.688,8
5009,3.083,6
5010,3.724,49
5012,1.5,3
5013,3.362,29
5014,3.429,14
5015,3.278,27
5016,2.25,4
5017,4.667,3
5018,3.0,1
5021,3.4,5
5022,4.0,1
5023,4.0,1
5025,2.75,10
5026,2.9,10
5027,2.75,4
5028,4.5,2
5033,2.0,1
5034,3.5,4
5038,4.0,1
5039,2.0,1
5040,3.5,5
5041,3.0,1
5042,1.0,1
5043,3.0,1
5046,3.5,1
5047,2.0,5
5048,2.3,5
5049,3.469,16
5051,3.25,2
5053,3.25,2
5054,3.667,3
5055,3.25,8
5056,4.0,4
5057,2.0,1
5059,4.5,1
5060,3.746,59
5061,1.667,3
5062,5.0,1
5063,2.0,1
5064,3.826,23
5065,2.571,7
5066,3.1,10
5069,3.75,2
5071,5.0,1
5072,2.333,3
5073,3.5,2
5074,3.5,8
5075,4.0,1
5076,3.5,1
5079,3.0,1
5080,2.75,2
5081,3.25,2
5083,4.0,1
5085,3.167,3
5087,3.0,1
5088,4.5,1
5092,3.0,3
5093,2.167,3
5094,1.0,3
5095,3.667,3
5096,3.0,1
5097,3.75,2
5098,3.0,1
5099,3.667,3
5101,5.0,1
5102,4.0,1
5103,3.881,21
5105,3.75,4
5106,2.25,6
5107,3.5,4
5108,3.9,5
5109,3.5,1
5110,3.182,11
5111,3.0,3
5114,4.6,5
5117,0.5,1
5119,4.0,1
5120,3.333,6
5121,4.5,3
5122,4.0,1
5125,2.0,1
5127,2.667,3
5128,2.333,6
5134,3.5,2
5135,3.625,16
5137,4.5,2
5139,3.5,3
5141,3.0,2
5142,4.0,1
5146,3.636,11
5147,4.125,8
5151,2.885,13
5152,3.75,16
5153,3.0,1
5159,3.6,5
5161,4.0,1
5164,4.0,1
5165,3.667,3
5167,4.0,1
5168,4.0,3
5170,2.833,3
5171,2.167,12
5172,2.5,2
5177,4.0,5
5179,3.0,2
5180,3.0,1
5182,3.5,1
5186,2.5,2
5187,4.0,3
5193,3.667,3
5198,4.0,1
5199,3.0,1
5202,2.0,2
5203,4.0,1
5205,3.5,1
5208,4.0,1
5210,3.5,1
5214,3.75,4
5218,3.397,63
5219,3.0,22
5220,2.6,5
5222,3.583,6
5223,1.0,1
5224,1.0,1
5225,3.981,26
5226,3.5,1
5227,1.0,1
5229,5.0,1
5230,4.0,1
5231,4.0,1
5232,4.0,1
5233,4.0,1
5234,4.0,1
5236,1.0,1
5237,2.75,4
5238,4.75,2
5241,1.5,2
5242,1.5,1
5243,4.0,1
5244,5.0,1
5246,1.5,2
5247,2.5,6
5248,1.25,2
5250,3.5,5
5254,2.841,22
5255,2.375,4
5256,2.0,1
5258,4.0,1
5264,5.0,1
5265,3.125,4
5266,3.217,30
5267,3.375,4
5269,3.857,7
5271,4.0,1
5275,3.25,2
5276,4.0,1
5277,2.0,1
5278,0.5,1
5279,1.833,3
5282,3.167,3
5283,2.955,11
5285,3.0,1
5288,4.0,2
5291,3.969,16
5292,3.75,8
5293,3.2,10
5294,2.95,10
5296,2.688,8
5297,4.0,3
5298,3.333,3
5299,3.363,51
5300,4.0,3
5301,5.0,1
5302,3.5,1
5303,2.85,10
5304,3.0,3
5305,3.5,1
5307,3.0,1
5308,3.079,19
5309,2.812,8
5312,3.375,8
5313,2.045,11
5315,3.0,2
5316,3.083,6
5319,4.0,5
5323,1.625,4
5324,4.0,1
5325,4.0,2
5329,3.833,3
5333,4.0,1
5334,2.833,3
5335,2.0,1
5337,3.667,3
5339,3.312,8
5341,4.25,4
5342,2.0,1
5343,3.0,1
5344,4.0,2
5346,3.833,3
5348,3.5,1
5349,3.522,134
5352,1.0,1
5353,2.0,1
5354,3.25,2
5356,0.5,1
5357,3.5,5
5359,3.0,2
5360,2.5,3
5361,3.5,1
5363,1.0,1
5364,3.417,6
5365,3.5,2
5366,1.0,1
5367,4.167,3
5372,3.5,2
5373,3.5,2
5375,3.75,2
5377,3.644,52
5378,3.104,82
5379,4.25,4
5380,4.0,5
5382,3.6,5
5383,4.0,1
5384,4.0,1
5385,3.75,6
5387,3.3,5
5388,3.327,26
5389,3.167,3
5391,4.0,6
5395,1.0,1
5398,4.25,2
5400,3.088,17
5401,3.444,9
5404,3.5,2
5410,1.5,2
5413,0.5,1
5414,3.75,4
5415,3.417,6
5416,1.5,1
5417,3.0,5
5418,3.88,100
5419,2.125,12
5420,2.667,6
5421,3.5,3
5422,4.5,1
5425,2.0,1
5427,5.0,1
5428,3.0,1
5433,2.75,2
5434,3.5,2
5438,2.833,3
5440,4.5,1
5443,2.0,1
5444,3.881,21
5445,3.687,115
5446,4.25,10
5447,3.167,3
5448,2.5,1
5449,2.737,19
5450,2.5,1
5452,1.833,6
5458,1.0,2
5459,3.071,49
5460,3.875,4
5462,1.667,3
5463,2.844,16
5464,3.395,38
5466,1.0,1
5470,3.4,5
5471,3.0,1
5473,5.0,1
5475,4.5,3
5477,3.25,4
5478,2.5,5
5479,3.071,7
5480,3.1,5
5481,2.911,45
5483,3.6,5
5489,3.417,6
5490,4.25,2
5498,4.75,2
5500,3.958,12
5501,3.0,1
5502,3.167,54
5503,1.0,1
5504,1.812,8
5505,3.583,12
5506,3.375,4
5507,2.478,23
5508,3.3,5
5515,3.5,2
5516,1.0,1
5517,1.0,1
5518,4.5,1
5521,0.5,1
5522,4.125,4
5523,1.8,5
5524,3.0,6
5525,4.0,3
5527,2.667,3
5528,3.184,19
5530,2.5,6
5531,2.5,1
5534,4.0,1
5535,1.0,1
5538,3.0,1
5539,3.0,1
5540,3.75,10
5541,2.955,11
5544,3.5,3
5548,3.5,2
5553,2.5,2
5556,1.0,1
5558,2.5,1
5560,4.5,1
5561,4.0,1
5562,2.0,1
5564,2.0,2
5568,3.167,3
5569,3.0,2
5570,3.0,2
5572,2.667,6
5573,2.5,1
5574,3.088,17
5575,1.0,1
5577,3.292,12
5581,2.5,2
5582,2.0,1
5585,1.0,1
5588,2.5,1
5597,2.5,2
5599,3.5,1
5600,2.5,1
5601,3.0,1
5602,3.875,4
5603,4.167,3
5604,4.0,1
5605,4.0,1
5607,4.5,2
5608,4.083,6
5609,2.333,3
5611,3.333,3
5612,4.0,1
5613,3.25,2
5615,1.5,1
5617,3.4,15
5618,4.135,63
5619,3.5,1
5620,3.091,22
5621,2.5,8
5622,4.5,1
5625,2.333,3
5628,3.4,5
5629,4.0,2
5630,3.759,27
5632,4.0,2
5633,4.5,2
5636,3.0,1
5637,1.5,1
5638,3.0,1
5641,4.0,1
5642,4.0,1
5643,2.5,1
5644,2.75,2
5646,3.5,2
5649,3.0,2
5650,3.6,10
5651,3.0,3
5655,3.5,2
5662,4.25,2
5663,3.0,1
5666,2.083,6
5667,3.25,2
5668,3.6,5
5669,3.914,58
5670,4.125,4
5672,0.5,1
5673,3.521,24
5675,3.0,1
5677,3.0,1
5678,2.0,1
5679,3.427,48
5680,3.7,5
5682,3.75,2
5684,2.0,1
5685,3.5,1
5686,3.6,5
5689,4.0,1
5690,4.0,14
5691,2.5,1
5693,3.136,11
5694,2.25,4
5696,4.0,1
5699,4.0,1
5700,0.75,2
5703,3.0,1
5705,3.25,4
5707,3.1,5
5710,2.5,1
5712,3.5,3
5715,2.5,1
5718,3.0,1
5723,4.0,1
5729,2.5,2
5732,4.5,2
5734,2.5,1
5735,3.0,3
5736,2.5,1
5737,2.0,1
5742,4.0,1
5745,4.0,1
5746,4.5,1
5747,3.714,7
5752,2.833,3
5754,2.0,1
5765,5.0,1
5768,3.5,1
5772,4.5,3
5773,3.0,1
5777,4.0,1
5778,2.5,1
5779,2.0,1
5780,3.625,4
5782,4.068,22
5784,2.4,5
5785,3.318,11
5787,2.0,1
5788,1.0,1
5791,3.962,13
5792,2.7,5
5795,3.5,1
5796,3.25,2
5799,4.25,2
5801,4.167,3
5803,2.0,3
5808,2.0,1
5809,2.75,6
5810,3.25,24
5812,4.167,15
5815,1.0,2
5816,3.66,81
5818,4.0,1
5819,3.5,1
5820,3.833,3
5825,4.0,1
5826,4.0,1
5828,5.0,1
5829,3.0,2
5830,3.5,1
5832,0.75,2
5833,3.0,4
5834,3.0,1
5836,4.0,1
5839,4.0,1
5840,4.0,2
5841,2.0,3
5843,4.0,1
5846,4.0,1
5847,3.0,3
5850,0.5,1
5853,3.167,3
5854,4.0,1
5857,1.0,1
5859,2.5,2
5864,0.5,1
5866,5.0,1
5867,3.5,3
5868,4.0,1
5869,4.0,1
5872,3.097,31
5873,3.5,1
5874,1.75,2
5875,2.0,2
5876,3.95,10
5878,3.906,16
5879,2.0,3
5880,0.75,2
5881,2.438,8
5882,3.0,7
5883,2.0,1
5888,4.5,1
5891,3.0,1
5893,3.667,3
5899,4.0,2
5900,2.389,9
5901,2.5,1
5902,3.774,42
5903,3.729,35
5909,2.5,3
5910,1.0,1
5913,3.0,1
5914,4.25,2
5915,4.25,2
5917,1.5,1
5918,3.0,1
5923,2.75,2
5926,3.0,1
5927,2.5,4
5932,3.833,3
5933,4.0,1
5936,3.0,1
5938,2.25,4
5940,3.4,5
5941,2.0,4
5942,2.5,5
5943,2.533,15
5944,2.95,10
5945,3.25,34
5947,3.75,2
5949,3.833,3
5952,4.061,188
5954,3.574,27
5955,3.625,8
5956,3.671,35
5957,2.567,15
5958,2.0,1
5959,3.375,8
5960,5.0,1
5961,3.5,2
5962,1.75,2
5963,3.5,2
5965,3.0,1
5966,2.5,1
5968,3.5,2
5969,2.0,1
5970,3.6,5
5971,4.231,26
5980,3.5,1
5981,4.0,1
5985,3.0,1
5986,3.25,2
5989,3.97,99
5991,3.647,51
5992,3.833,15
5993,3.0,1
5994,3.5,1
5995,4.131,61
6000,3.0,1
6001,4.0,10
6003,3.625,16
6005,4.25,2
6006,1.0,2
6008,3.5,2
6012,1.0,1
6013,1.375,4
6014,1.0,1
6016,4.297,69
6021,4.5,2
6022,4.0,1
6025,3.5,2
6027,3.333,3
6031,3.25,2
6032,4.25,2
6033,5.0,1
6035,4.5,1
6037,3.0,1
6039,3.5,2
6040,1.667,3
6042,4.0,1
6047,3.5,1
6051,3.5,2
6056,4.0,1
6057,1.833,3
6058,2.444,9
6059,3.071,14
6060,2.75,4
6062,3.8,5
6063,4.25,2
6064,3.5,1
6073,4.0,1
6077,4.5,1
6078,3.25,2
6084,3.0,1
6091,3.5,1
6092,2.0,1
6093,4.125,4
6095,2.75,2
6096,3.0,1
6100,2.5,1
6101,4.0,6
6103,2.0,1
6104,3.95,10
6105,3.0,1
6107,5.0,1
6109,0.5,1
6114,3.5,1
6115,2.833,3
6116,4.5,1
6121,4.5,1
6122,4.5,3
6123,4.0,2
6124,3.0,1
6125,4.0,3
6126,4.0,2
6127,2.25,2
6132,3.5,1
6133,4.5,1
6140,3.5,2
6143,2.0,1
6148,3.0,1
6154,1.0,1
6155,3.133,15
6156,3.2,15
6157,2.482,28
6159,1.5,1
6162,2.0,2
6163,5.0,1
6166,4.0,1
6170,3.4,5
6178,3.5,3
6180,2.0,2
6182,4.0,1
6183,3.5,3
6184,4.1,5
6185,2.0,1
6186,2.0,1
6187,4.333,6
6188,3.5,32
6195,4.0,1
6197,3.5,4
6198,3.5,1
6201,3.5,2
6203,2.0,2
6204,2.5,1
6207,4.0,1
6211,4.25,2
6212,2.643,7
6213,3.286,7
6214,3.917,6
6215,3.833,3
6216,3.7,5
6218,3.39,41
6219,2.75,2
6223,2.833,3
6225,3.0,1
6227,2.5,1
6228,3.25,2
6230,3.5,2
6231,3.5,2
6232,3.833,3
6233,2.75,2
6234,3.0,1
6235,4.0,6
6237,3.667,3
6238,2.833,6
6239,3.0,2
6240,3.0,2
6242,3.346,13
6243,3.0,1
6244,4.25,2
6245,3.25,2
6247,4.0,2
6249,2.0,4
6250,2.333,3
6252,1.875,4
6254,4.1,5
6256,3.5,1
6257,1.5,1
6260,3.25,2
6261,4.0,1
6263,2.9,5
6264,2.5,3
6265,3.0,1
6266,4.5,2
6268,3.0,2
6269,4.143,7
6271,4.167,3
6273,4.833,3
6276,3.0,1
6279,4.0,1
6281,3.411,28
6283,3.688,16
6284,0.5,1
6286,4.125,4
6287,2.348,23
6290,2.75,4
6291,3.3,5
6294,2.875,4
6295,4.0,1
6296,3.524,21
6297,3.188,8
6298,0.5,1
6299,3.667,6
6300,2.0,1
6301,3.0,3
6302,1.0,1
6303,3.333,9
6305,3.25,2
6306,4.0,1
6308,2.75,4
6314,2.25,2
6315,1.75,2
6316,3.2,5
6318,2.5,2
6322,2.833,3
6323,3.609,23
6327,4.0,3
6329,2.0,1
6331,3.875,16
6332,5.0,1
6333,3.617,81
6335,1.5,1
6337,3.833,3
6338,2.25,2
6339,4.0,2
6341,3.5,2
6342,5.0,1
6344,3.5,1
6345,3.2,5
6348,2.0,1
6349,2.0,1
6350,4.068,22
6355,3.75,2
6356,3.5,1
6357,3.167,3
6358,3.833,3
6365,3.268,82
6367,2.889,9
6368,4.5,1
6369,5.0,1
6370,3.833,6
6373,3.1,50
6375,4.75,2
6377,3.803,122
6378,3.527,55
6379,2.75,4
6380,4.045,11
6383,1.917,12
6384,3.5,1
6385,3.705,22
6386,3.5,1
6387,4.0,1
6390,3.75,2
6395,2.667,3
6400,3.25,2
6404,3.5,1
6405,4.5,2
6408,3.0,1
6410,3.0,2
6412,3.75,2
6413,3.5,5
6414,3.5,1
6415,1.5,1
6416,3.5,1
6419,4.5,2
6422,3.333,3
6423,3.75,2
6424,1.25,2
6425,1.0,1
6426,4.0,1
6427,4.0,1
6428,2.7,5
6429,3.5,1
6431,3.0,1
6432,3.5,1
6433,3.833,3
6436,3.583,6
6440,3.935,23
6442,3.5,1
6446,3.5,1
6447,4.5,1
6448,3.333,3
6449,4.0,1
6450,2.833,3
6452,3.9,5
6454,3.5,2
6458,3.0,1
6460,4.0,2
6461,4.4,5
6464,2.25,2
6465,4.5,1
6466,3.25,4
6467,4.0,1
6468,2.5,1
6470,3.0,1
6473,3.75,2
6474,2.0,1
6476,3.0,2
6477,3.333,3
6480,3.625,4
6482,1.25,4
6484,3.5,1
6493,3.25,2
6498,2.0,1
6502,3.808,52
6503,2.021,24
6506,4.0,1
6509,4.0,1
6513,3.0,1
6514,0.5,1
6516,4.0,3
6518,3.0,1
6521,2.5,1
6522,3.0,1
6525,2.833,3
6527,3.5,1
6528,3.5,1
6530,4.125,4
6531,1.0,1
6533,3.6,5
6534,2.375,16
6535,2.167,6
6536,4.5,1
6537,3.0,38
6538,3.7,5
6539,3.855,141
6541,2.85,20
6547,1.0,1
6548,3.182,11
6550,2.5,5
6552,3.85,10
6559,4.0,1
6561,3.875,4
6562,3.5,1
6564,2.583,12
6565,3.82,25
6566,0.5,3
6568,2.75,2
6571,4.0,1
6579,3.0,1
6582,3.167,3
6584,2.833,3
6585,2.0,1
6586,3.0,10
6587,1.0,2
6591,3.833,6
6592,2.667,3
6593,2.429,14
6595,2.45,10
6596,2.875,4
6598,5.0,2
6599,3.5,1
6600,1.0,1
6602,4.0,2
6603,3.0,1
6609,3.25,2
6611,4.5,1
6612,4.1,5
6613,2.25,2
6615,2.167,6
6617,3.833,3
6618,3.688,8
6620,3.647,17
6624,2.0,1
6628,3.0,1
6629,3.5,1
6630,4.0,1
6636,3.75,2
6638,3.125,4
6639,4.25,2
6641,3.667,3
6643,4.25,6
6644,0.5,1
6645,3.0,4
6646,3.333,3
6650,4.1,5
6658,2.4,5
6659,3.423,13
6662,3.833,15
6663,3.688,8
6664,3.5,5
6665,3.5,1
6666,4.111,9
6669,4.75,6
6671,0.5,1
6676,3.0,1
6678,2.333,3
6679,3.5,1
6684,2.5,1
